gene_id;gene_name;seqname;type;weighted_fpkm
gene10491;CG32249;NT_037436.4;gene;0.440129117803539
gene10492;CG32248;NT_037436.4;gene;0.00238212443986252
gene10493;CG11349;NT_037436.4;gene;0.00903624294314622
gene10494;CG7465;NT_037436.4;gene;0.00479621252033484
gene10495;CG11350;NT_037436.4;gene;0.0505958222054889
gene10496;CG13722;NT_037436.4;gene;1.19674333820028
gene10497;CR44709;NT_037436.4;gene;0.0166499085606811
gene10498;CG13721;NT_037436.4;gene;0.0331576351190831
gene10499;CG13720;NT_037436.4;gene;0.00408532837317039
gene10500;NT1;NT_037436.4;gene;0.193856725233542
gene10501;Tie;NT_037436.4;gene;4.51445847386614
gene10502;CG11353;NT_037436.4;gene;1.43914723622843
gene10503;CG32243;NT_037436.4;gene;14.8926161369865
gene10504;CG11357;NT_037436.4;gene;22.5865905578576
gene10505;CG33777;NT_037436.4;gene;1.15590546943147
gene10506;CG42540;NT_037436.4;gene;61.4965403981542
gene10507;Src64B;NT_037436.4;gene;18.87773619912
gene10508;CG32246;NT_037436.4;gene;0.765059722939118
gene10509;CR45438;NT_037436.4;gene;1.01142684228339
gene10510;HDAC1;NT_037436.4;gene;37.1034413841969
gene10511;axo;NT_037436.4;gene;11.6181787637277
gene10512;CG13716;NT_037436.4;gene;0.789043727488183
gene10513;CG32238;NT_037436.4;gene;4.73059238852816
gene10514;CR45830;NT_037436.4;gene;0.160127492203426
gene10515;CG32236;NT_037436.4;gene;5.5499476118232
gene10516;CG34266;NT_037436.4;gene;0.246518040327504
gene10517;CG7514;NT_037436.4;gene;3.92070288628302
gene10518;CG18418;NT_037436.4;gene;8.96864025995557
gene10519;RhoGEF64C;NT_037436.4;gene;1.86883039605121
gene10520;CG15876;NT_037436.4;gene;1.79614652339485
gene10521;CG13713;NT_037436.4;gene;0.132052252488268
gene10522;CR43879;NT_037436.4;gene;1.35625170222905
gene10523;CG13712;NT_037436.4;gene;0.0618374403284055
gene10524;CR45983;NT_037436.4;gene;0.636435404391285
gene10525;CR43882;NT_037436.4;gene;0.349159621267109
gene10526;CR45984;NT_037436.4;gene;0.332675307773613
gene10527;CG12493;NT_037436.4;gene;8.44778736929694
gene10528;CR43881;NT_037436.4;gene;1.47898866267424
gene10529;CG13711;NT_037436.4;gene;0.142065252050883
gene10530;CR45821;NT_037436.4;gene;1.11593969179483
gene10531;CR45740;NT_037436.4;gene;0.131379693591763
gene10532;CR44528;NT_037436.4;gene;1.08289309659414
gene10533;CG7509;NT_037436.4;gene;10.8198540619799
gene10534;CG18808;NT_037436.4;gene;2.78641592381476
gene10535;Dhc64C;NT_037436.4;gene;18.5836592515255
gene10536;LeuRS-m;NT_037436.4;gene;10.4943859591465
gene10537;CG13708;NT_037436.4;gene;0.334787254725291
gene10538;CG13707;NT_037436.4;gene;10.1159687444681
gene10539;CG32237;NT_037436.4;gene;0.0828781462086687
gene10540;CG32235;NT_037436.4;gene;0.0300809241782547
gene10541;Dnah3;NT_037436.4;gene;1.94330785229253
gene10542;CG13705;NT_037436.4;gene;0.0746133843602102
gene10543;CG13704;NT_037436.4;gene;22.6932727955914
gene10544;Rh50;NT_037436.4;gene;47.0225558072306
gene10545;CR43627;NT_037436.4;gene;1.22095768156964
gene10546;Con;NT_037436.4;gene;11.7091527267575
gene10547;CG17030;NT_037436.4;gene;4.60865821776875
gene10548;CR45685;NT_037436.4;gene;0.248734363804554
gene10549;CG32232;NT_037436.4;gene;0.868366258162307
gene10550;ATPsynCF6L;NT_037436.4;gene;5.54453951245565
gene10551;CR43884;NT_037436.4;gene;0.235020537089231
gene10552;CR46198;NT_037436.4;gene;0.0260128742258612
gene10553;CR34047;NT_037436.4;gene;0.0161699356630609
gene10554;CG4597;NT_037436.4;gene;0.0518582929932585
gene10555;CG15212;NT_037436.4;gene;0.262074358326679
gene10556;CG15213;NT_037436.4;gene;11.1425385848062
gene10557;CG4603;NT_037436.4;gene;22.9456426348052
gene10558;CR45160;NT_037436.4;gene;0.523248731449193
gene10559;CG10674;NT_037436.4;gene;50.418806961079
gene10560;CG4611;NT_037436.4;gene;6.7028477903997
gene10561;Prpk;NT_037436.4;gene;10.1889362172126
gene10562;CHMP2B;NT_037436.4;gene;20.1432856040098
gene10563;CG10672;NT_037436.4;gene;39.7523734470948
gene10564;Gdap1;NT_037436.4;gene;3.05133253144603
gene10565;CR45985;NT_037436.4;gene;1.15732256732506
gene10566;Fitm;NT_037436.4;gene;19.0281732932461
gene10567;AlaRS-m;NT_037436.4;gene;10.1209105187567
gene10568;Gen;NT_037436.4;gene;3.36236301457014
gene10569;Srp54k;NT_037436.4;gene;37.8197160725803
gene10570;shep;NT_037436.4;gene;55.6727416339537
gene10571;CG4669;NT_037436.4;gene;17.5542570028393
gene10572;CR45741;NT_037436.4;gene;0.287610909805227
gene10573;CR45742;NT_037436.4;gene;0.030479373604994
gene10574;tRNA:Ser-AGA-2-5;NT_037436.4;gene;0
gene10575;lama;NT_037436.4;gene;40.0064286071301
gene10576;tRNA:Val-TAC-1-1;NT_037436.4;gene;0
gene10577;tRNA:Val-TAC-1-2;NT_037436.4;gene;0
gene10578;Klp64D;NT_037436.4;gene;17.5170044070519
gene10579;Cyt-c1;NT_037436.4;gene;283.303572622379
gene10580;Uev1A;NT_037436.4;gene;133.978298269545
gene10581;Membrin;NT_037436.4;gene;14.1039153739084
gene10582;Pfdn4;NT_037436.4;gene;84.809351860336
gene10583;CR44515;NT_037436.4;gene;0.419151695577115
gene10584;CR44516;NT_037436.4;gene;0.0569139863447604
gene10585;CR45743;NT_037436.4;gene;0.209330635380175
gene10586;Ir64a;NT_037436.4;gene;0.311322241939273
gene10587;DIP-delta;NT_037436.4;gene;4.60407345451433
gene10588;CG4835;NT_037436.4;gene;0.3785602518058
gene10589;CR44520;NT_037436.4;gene;0.314732262894207
gene10590;blanks;NT_037436.4;gene;3.89978382526946
gene10591;CR44518;NT_037436.4;gene;0.20493813388073
gene10592;CR44519;NT_037436.4;gene;2.14652250804903
gene10593;CG34342;NT_037436.4;gene;1.08551418245685
gene10594;Lkr;NT_037436.4;gene;1.60344092831287
gene10595;CG13285;NT_037436.4;gene;4.02476374162642
gene10596;frm;NT_037436.4;gene;2.3813713277762
gene10597;sinu;NT_037436.4;gene;13.3233974128574
gene10598;Sucb;NT_037436.4;gene;19.0188646114229
gene10599;Sras;NT_037436.4;gene;11.919277207011
gene10600;bc10;NT_037436.4;gene;44.5818818670776
gene10601;Msr-110;NT_037436.4;gene;227.579467154149
gene10602;snmRNA:357;NT_037436.4;gene;0
gene10603;l(3)psg2;NT_037436.4;gene;7.06171940406463
gene10604;spo;NT_037436.4;gene;1.22721215007965
gene10605;CG10592;NT_037436.4;gene;10.0490408519309
gene10606;CG5150;NT_037436.4;gene;7.04550908053474
gene10607;CG10591;NT_037436.4;gene;0.145589630852392
gene10608;TM9SF3;NT_037436.4;gene;21.5665001053241
gene10609;mthl2;NT_037436.4;gene;2.63492440156856
gene10610;Eaf6;NT_037436.4;gene;13.2703376463451
gene10611;Blimp-1;NT_037436.4;gene;8.20292991603376
gene10612;lin-28;NT_037436.4;gene;0.31841782640016
gene10613;sif;NT_037436.4;gene;46.0650700541827
gene10614;Sse;NT_037436.4;gene;5.93372970404759
gene10615;CG46320;NT_037436.4;gene;0.55676982942706
gene10616;CG44521;NT_037436.4;gene;0.567744258454995
gene10617;snoRNA:Me18S-A1494;NT_037436.4;gene;0.81712088247194
gene10618;DnaJ-1;NT_037436.4;gene;86.673058794855
gene10619;Usp47;NT_037436.4;gene;38.5878725657188
gene10620;CG10576;NT_037436.4;gene;144.396779449724
gene10621;snoRNA:Psi18S-1397;NT_037436.4;gene;4.32097667761517
gene10622;snoRNA:684;NT_037436.4;gene;0
gene10623;snoRNA:Psi28S-1837c;NT_037436.4;gene;32.4196585730115
gene10624;snoRNA:Psi28S-1837b;NT_037436.4;gene;24.0594393394843
gene10625;snoRNA:Psi28S-1837a;NT_037436.4;gene;21.4075594796322
gene10626;CR43603;NT_037436.4;gene;35.8705629383519
gene10627;Txl;NT_037436.4;gene;71.9004942536031
gene10628;Ppat-Dpck;NT_037436.4;gene;18.0785250936551
gene10629;CR45831;NT_037436.4;gene;0.410587559562122
gene10630;scny;NT_037436.4;gene;20.9852449421089
gene10631;vito;NT_037436.4;gene;12.1619639443842
gene10632;Myt1;NT_037436.4;gene;9.80596572205836
gene10634;Pmi;NT_037436.4;gene;53.121716219406
gene10633;PGRP-LD;NT_037436.4;gene;2.50221031811497
gene10635;CR45026;NT_037436.4;gene;4.08557089638933
gene10636;Cralbp;NT_037436.4;gene;1.47853288383377
gene10637;Bre1;NT_037436.4;gene;16.360971936788
gene10638;Tektin-C;NT_037436.4;gene;3.26252183396746
gene10639;S6k;NT_037436.4;gene;18.938675072355
gene10640;CG42272;NT_037436.4;gene;1.43416616753305
gene10641;kri;NT_037436.4;gene;41.4305526001054
gene10642;mad2;NT_037436.4;gene;32.2795916006266
gene10643;vn;NT_037436.4;gene;1.83403922036296
gene10644;CG5568;NT_037436.4;gene;9.59422191737842
gene10645;CG18586;NT_037436.4;gene;7.21795161027563
gene10646;CG13287;NT_037436.4;gene;0.239700482157226
gene10647;DNApol-epsilon58;NT_037436.4;gene;7.50567912884158
gene10648;CG5592;NT_037436.4;gene;0.19219682419334
gene10649;CG32409;NT_037436.4;gene;20.5192587953679
gene10650;QC;NT_037436.4;gene;48.0181259548332
gene10651;CG32413;NT_037436.4;gene;0.463107271766809
gene10652;CG10486;NT_037436.4;gene;0.248477924806008
gene10653;CG13288;NT_037436.4;gene;1.16626597939723
gene10654;CG10483;NT_037436.4;gene;14.4172551919325
gene10655;CR45167;NT_037436.4;gene;0.927169751474099
gene10656;CG32407;NT_037436.4;gene;28.039631646728
gene10657;CG33523;NT_037436.4;gene;50.073733461356
gene10658;Rcc1;NT_037436.4;gene;59.559771907781
gene10659;CG33993;NT_037436.4;gene;1.47235240831113
gene10660;CG10479;NT_037436.4;gene;8.64173217385755
gene10661;CR45439;NT_037436.4;gene;0.171124151051373
gene10662;CR45440;NT_037436.4;gene;1.16808927199553
gene10663;PVRAP;NT_037436.4;gene;8.53227075967374
gene10664;alphaKap4;NT_037436.4;gene;4.46673301921329
gene10665;CG10477;NT_037436.4;gene;48.8814900620692
gene10666;yip7;NT_037436.4;gene;560.006571583717
gene10667;CR43952;NT_037436.4;gene;0.307977869949845
gene10668;CG6462;NT_037436.4;gene;0.331333909601594
gene10669;Jon65Aiv;NT_037436.4;gene;575.128095627124
gene10670;Jon65Aiii;NT_037436.4;gene;599.452107723135
gene10671;Jon65Aii;NT_037436.4;gene;23.7044621027941
gene10672;Jon65Ai;NT_037436.4;gene;36.0915023429842
gene10673;tant;NT_037436.4;gene;14.2417102341972
gene10674;CR45441;NT_037436.4;gene;0.0133144222529391
gene10675;CG6592;NT_037436.4;gene;0.0779318989778865
gene10676;CG10472;NT_037436.4;gene;127.995598085977
gene10677;CG42269;NT_037436.4;gene;2.59033303946008
gene10678;CG6602;NT_037436.4;gene;15.9956616330403
gene10679;CG13295;NT_037436.4;gene;16.6591975148818
gene10680;CG6610;NT_037436.4;gene;44.8851905170177
gene10681;ssp6;NT_037436.4;gene;3.92775438278717
gene10682;CG13293;NT_037436.4;gene;4.52940509677708
gene10683;CG10469;NT_037436.4;gene;10.4806307250872
gene10684;CG10467;NT_037436.4;gene;21.6650225077992
gene10685;loj;NT_037436.4;gene;29.7113380079867
gene10686;Ets65A;NT_037436.4;gene;4.84105229694543
gene10687;CR46001;NT_037436.4;gene;0.419240134378056
gene10688;l(3)mbn;NT_037436.4;gene;0.114605863032659
gene10689;CR46005;NT_037436.4;gene;0.297358514236822
gene10690;Lcp65Ag3;NT_037436.4;gene;0.187991944649262
gene10691;Cpr65Au;NT_037436.4;gene;258.97036465145
gene10692;Lcp65Ag2;NT_037436.4;gene;0.951534455957347
gene10693;Lcp65Ag1;NT_037436.4;gene;0.0213663068435242
gene10694;Lcp65Af;NT_037436.4;gene;0.0504611954225894
gene10695;Lcp65Ae;NT_037436.4;gene;0.0158756597134914
gene10696;Cpr65Av;NT_037436.4;gene;0.0180515156650385
gene10697;Cpr65Aw;NT_037436.4;gene;0.00497479396527112
gene10698;Lcp65Ad;NT_037436.4;gene;0.0443676213316625
gene10699;Lcp65Ac;NT_037436.4;gene;0.588718718955751
gene10700;Lcp65Ab2;NT_037436.4;gene;0
gene10701;Cpr65Ax1;NT_037436.4;gene;0
gene10702;Lcp65APsi;NT_037436.4;pseudogene;0
gene10703;Lcp65Ab1;NT_037436.4;gene;0.00329534589831159
gene10704;Cpr65Ax2;NT_037436.4;gene;0.0031910350635813
gene10705;Lcp65Aa;NT_037436.4;gene;0.0712414645762202
gene10706;Acp65Aa;NT_037436.4;gene;137.727533984835
gene10707;CR45421;NT_037436.4;gene;0.00876007468331295
gene10708;CG13297;NT_037436.4;gene;0.148249695577853
gene10709;Cpr65Ay;NT_037436.4;gene;0.024332017880338
gene10710;Cpr65Az;NT_037436.4;gene;0.0464394341629391
gene10711;CR45744;NT_037436.4;gene;0.224687537996194
gene10712;CG13296;NT_037436.4;gene;0.076883885481942
gene10713;CG10289;NT_037436.4;gene;18.4504992311075
gene10714;CG7376;NT_037436.4;gene;2.87696082489286
gene10715;CG10274;NT_037436.4;gene;4.69460308575553
gene10716;D19B;NT_037436.4;gene;6.42946276028654
gene10717;CG43293;NT_037436.4;gene;5.83657332661648
gene10718;D19A;NT_037436.4;gene;8.26665535642087
gene10719;CG7386;NT_037436.4;gene;2.12078916038379
gene10720;Sf3b6;NT_037436.4;gene;56.8654927798312
gene10721;Tnpo;NT_037436.4;gene;29.0320617683875
gene10722;CG8219;NT_037436.4;gene;2.2683476671731
gene10723;LanA;NT_037436.4;gene;6.66273957572848
gene10724;CG33946;NT_037436.4;gene;11.4545757080307
gene10725;CG13299;NT_037436.4;gene;50.3946673549739
gene10726;BG642312;NT_037436.4;gene;298.406364530559
gene10727;CG42714;NT_037436.4;gene;9.15705403041333
gene10728;CG10226;NT_037436.4;gene;23.9725926372951
gene10729;Mdr65;NT_037436.4;gene;18.918287681476
gene10730;Best2;NT_037436.4;gene;13.1596157785168
gene10731;CG10163;NT_037436.4;gene;6.00071352207127
gene10732;ImpL3;NT_037436.4;gene;10.7487912565399
gene10733;CR44522;NT_037436.4;gene;0.129725649938322
gene10734;CG43168;NT_037436.4;gene;1.87795941996744
gene10735;CR45420;NT_037436.4;gene;0.0890535062709691
gene10736;CR45114;NT_037436.4;gene;0.426721438612167
gene10737;CR45113;NT_037436.4;gene;4.26866153969596
gene10738;Or65a;NT_037436.4;gene;0.431427934422807
gene10739;Or65b;NT_037436.4;gene;0.435880107089081
gene10740;Or65c;NT_037436.4;gene;0.16344876888967
gene10741;CG13300;NT_037436.4;gene;1.81124771315958
gene10742;Sfp65A;NT_037436.4;gene;29.7380588900098
gene10743;CR45419;NT_037436.4;gene;0.569689936628378
gene10744;CR45980;NT_037436.4;gene;0.0483544066348526
gene10745;CG42747;NT_037436.4;gene;1.35177198649524
gene10746;CG10147;NT_037436.4;gene;3.61316424029338
gene10747;CG8270;NT_037436.4;gene;9.48318537591303
gene10748;Vps8;NT_037436.4;gene;7.82433166741835
gene10749;sfl;NT_037436.4;gene;9.97651131790272
gene10750;CR45979;NT_037436.4;gene;0.897004508906779
gene10751;CG32396;NT_037436.4;gene;5.12600873743984
gene10752;MCU;NT_037436.4;gene;22.5361151723617
gene10753;jv;NT_037436.4;gene;1.82891332484961
gene10754;ndl;NT_037436.4;gene;2.37386739815245
gene10755;CG8368;NT_037436.4;gene;24.4582629878589
gene10756;zpg;NT_037436.4;gene;48.2301300905136
gene10757;CR45418;NT_037436.4;gene;1.17895398635422
gene10758;axed;NT_037436.4;gene;7.74081033421037
gene10759;GluRIA;NT_037436.4;gene;8.14802451478926
gene10760;CR45238;NT_037436.4;gene;0.481428733802778
gene10761;CR45239;NT_037436.4;gene;0.0214765327532535
gene10762;eIF4E4;NT_037436.4;gene;12.4797174066126
gene10763;CR45173;NT_037436.4;gene;0.303314389189064
gene10764;CG32395;NT_037436.4;gene;0.047377359261959
gene10765;SP1173;NT_037436.4;gene;28.2635368215052
gene10766;CG8519;NT_037436.4;gene;6.66716116181716
gene10767;ple;NT_037436.4;gene;35.9967904566089
gene10768;CR44523;NT_037436.4;gene;0.215851080798175
gene10769;CR45417;NT_037436.4;gene;0.537766859849496
gene10770;dikar;NT_037436.4;gene;10.1315939972729
gene10771;velo;NT_037436.4;gene;23.7618143302024
gene10772;CG8549;NT_037436.4;gene;29.8174104256915
gene10773;CG10103;NT_037436.4;gene;29.6308574593717
gene10774;CG32392;NT_037436.4;gene;5.97997175461793
gene10775;CR45759;NT_037436.4;gene;0.83009192679076
gene10776;vvl;NT_037436.4;gene;10.3941118970484
gene10777;CR45115;NT_037436.4;gene;2.08832953913177
gene10778;CR45416;NT_037436.4;gene;0.525258224702164
gene10779;Prat2;NT_037436.4;gene;47.6500509213187
gene10780;CG45413;NT_037436.4;gene;2.26649413311888
gene10781;CG14820;NT_037436.4;gene;5.04006921489565
gene10782;CR45415;NT_037436.4;gene;0.0413649892923946
gene10783;CR45414;NT_037436.4;gene;0.352626092915029
gene10784;CR45412;NT_037436.4;gene;0.129594272619584
gene10785;tow;NT_037436.4;gene;7.0769862011051
gene10786;CG10077;NT_037436.4;gene;236.184216369918
gene10787;CG9948;NT_037436.4;gene;9.64439908563462
gene10788;CG10075;NT_037436.4;gene;30.9565017762357
gene10789;Surf1;NT_037436.4;gene;11.8226493129097
gene10790;sgl;NT_037436.4;gene;22.051570347058
gene10791;CG10064;NT_037436.4;gene;3.71400493024496
gene10792;Mis12;NT_037436.4;gene;6.5438137670961
gene10793;CG9953;NT_037436.4;gene;77.8409049083841
gene10794;CG10063;NT_037436.4;gene;4.70796658060922
gene10795;Galphai;NT_037436.4;gene;37.811616546675
gene10796;CR32385;NT_037436.4;gene;0.302508306690208
gene10797;CR46000;NT_037436.4;gene;0.0636136959764605
gene10798;CG32388;NT_037436.4;gene;25.2381831275898
gene10799;CG43439;NT_037436.4;gene;NA
gene10800;bin;NT_037436.4;gene;0.197095074963279
gene10801;Mp;NT_037436.4;gene;12.5235004607222
gene10802;CG17744;NT_037436.4;gene;6.75241765760681
gene10803;CR45832;NT_037436.4;gene;0.97377020083039
gene10804;CG8641;NT_037436.4;gene;6.2409704642366
gene10805;CG14823;NT_037436.4;gene;8.91924764516529
gene10806;CG32391;NT_037436.4;gene;0.919403294441915
gene10807;CG34030;NT_037436.4;gene;0.166980109771153
gene10808;Cpr65Ea;NT_037436.4;gene;0.0853289495266802
gene10809;Cpr65Eb;NT_037436.4;gene;0.0404497378781723
gene10810;Cpr65Ec;NT_037436.4;gene;0.108919142387805
gene10811;form3;NT_037436.4;gene;8.67716032613696
gene10812;msl-3;NT_037436.4;gene;13.3873714235232
gene10813;BBS1;NT_037436.4;gene;0.281312331274127
gene10814;CG8629;NT_037436.4;gene;0.350106047659054
gene10815;CG15829;NT_037436.4;gene;5.13222664472292
gene10816;CG8628;NT_037436.4;gene;84.3266462282279
gene10817;Dbi;NT_037436.4;gene;360.905901146966
gene10818;melt;NT_037436.4;gene;1.86714738396148
gene10819;corn;NT_037436.4;gene;8.88017941623666
gene10820;CG8620;NT_037436.4;gene;4.06154622789659
gene10821;Dscam2;NT_037436.4;gene;16.6374771350888
gene10822;CR45410;NT_037436.4;gene;0.17935376627248
gene10823;CG14826;NT_037436.4;gene;0.71272620099856
gene10824;CG14829;NT_037436.4;gene;0.120744426818197
gene10825;BHD;NT_037436.4;gene;6.29978135144562
gene10826;RpL18;NT_037436.4;gene;624.582862264711
gene10827;Neos;NT_037436.4;gene;17.8436992050786
gene10828;mRpL50;NT_037436.4;gene;28.2495445176308
gene10829;mei-P22;NT_037436.4;gene;0.844975245863287
gene10830;Cdc27;NT_037436.4;gene;17.6172299315398
gene10831;MED4;NT_037436.4;gene;10.185151565657
gene10832;CR43470;NT_037436.4;gene;0.17792965623455
gene10833;CG14830;NT_037436.4;gene;10.9133139376393
gene10834;unc-13-4A;NT_037436.4;gene;4.82735093827543
gene10835;CG8607;NT_037436.4;gene;8.51757941398026
gene10836;RhoGEF4;NT_037436.4;gene;8.26661417408785
gene10837;Rint1;NT_037436.4;gene;12.9549661480976
gene10838;CG8602;NT_037436.4;gene;52.2710444883025
gene10840;CG42307;NT_037436.4;gene;29.0669549755396
gene10839;mus312;NT_037436.4;gene;7.33528919400325
gene10841;CG43781;NT_037436.4;gene;NA
gene10842;CG43780;NT_037436.4;gene;33.3183625105644
gene10843;eco;NT_037436.4;gene;20.6162570636404
gene10844;lark;NT_037436.4;gene;33.6245650665873
gene10845;Cln7;NT_037436.4;gene;13.0486149717563
gene10846;CG14834;NT_037436.4;gene;23.1111466643929
gene10847;Srp19;NT_037436.4;gene;49.6535392489564
gene10848;qm;NT_037436.4;gene;26.1661426270553
gene10849;CR45833;NT_037436.4;gene;0.557727861200648
gene10850;CTCF;NT_037436.4;gene;11.2949379156211
gene10851;CR45822;NT_037436.4;gene;14.8884917947484
gene10852;pst;NT_037436.4;gene;114.149869499257
gene10853;Sec63;NT_037436.4;gene;37.9273676840151
gene10854;CR45835;NT_037436.4;gene;5.33254544423127
gene10855;Sh3beta;NT_037436.4;gene;55.3101039282327
gene10856;akirin;NT_037436.4;gene;80.0572569215522
gene10857;SMSr;NT_037436.4;gene;21.5204073903379
gene10858;smid;NT_037436.4;gene;34.1600364986861
gene10859;CG8564;NT_037436.4;gene;16.6279296307685
gene10860;CG8563;NT_037436.4;gene;0.434932122683496
gene10861;CG32379;NT_037436.4;gene;0.885755694479785
gene10862;CG8562;NT_037436.4;gene;17.7909985292463
gene10863;CG18417;NT_037436.4;gene;4.74498857992649
gene10864;CG8560;NT_037436.4;gene;39.6859000509867
gene10865;pncr015:3L;NT_037436.4;gene;1.55483198896791
gene10866;CR44525;NT_037436.4;gene;0.271461048121498
gene10867;CG42458;NT_037436.4;gene;3.98220928920869
gene10868;Rac2;NT_037436.4;gene;19.7188315188829
gene10869;CG14835;NT_037436.4;gene;14.0696295033032
gene10870;sphinx1;NT_037436.4;gene;1.57983682799487
gene10871;sphinx2;NT_037436.4;gene;2.67893704031113
gene10872;CG33278;NT_037436.4;gene;1.59294317489885
gene10873;ppk26;NT_037436.4;gene;0.788260850417984
gene10874;Tsp66A;NT_037436.4;gene;3.4508186930615
gene10875;CG42661;NT_037436.4;gene;1.66502015926682
gene10876;CG42660;NT_037436.4;gene;0.379287225558012
gene10877;CG8543;NT_037436.4;gene;0.0469028091014028
gene10878;CG8541;NT_037436.4;gene;0.0493322266310111
gene10879;CG43292;NT_037436.4;gene;3.52205062668631
gene10880;mthl6;NT_037436.4;gene;0.090112341972431
gene10881;Cyp316a1;NT_037436.4;gene;0.170910299379566
gene10882;Cyp4d8;NT_037436.4;gene;6.16239581185704
gene10883;CG8539;NT_037436.4;gene;6.94992451097822
gene10884;CG7548;NT_037436.4;gene;0.0917140502221137
gene10885;CR45896;NT_037436.4;gene;0.841746236201968
gene10886;CG7546;NT_037436.4;gene;25.4537367093982
gene10887;ltl;NT_037436.4;gene;17.8280578905331
gene10888;lqf;NT_037436.4;gene;42.9630245306931
gene10889;CG16998;NT_037436.4;gene;0.199199907706634
gene10890;CG32374;NT_037436.4;gene;0.0461252776247719
gene10891;CG32376;NT_037436.4;gene;0.0212803428715933
gene10892;CG14837;NT_037436.4;gene;0.323459867135522
gene10893;frac;NT_037436.4;gene;2.79094173375952
gene10894;CG14838;NT_037436.4;gene;1.00581585587474
gene10895;CG7716;NT_037436.4;gene;4.6814092786022
gene10896;Pura;NT_037436.4;gene;15.9975882274358
gene10897;CR45866;NT_037436.4;gene;0.734947146574708
gene10898;snoRNA:Me18S-A1806;NT_037436.4;gene;0
gene10899;Urm1;NT_037436.4;gene;17.244022776662
gene10900;CG7506;NT_037436.4;gene;37.0574622373151
gene10901;CG32373;NT_037436.4;gene;3.02086879377462
gene10902;PGRP-SD;NT_037436.4;gene;24.0467352517038
gene10903;CG7492;NT_037436.4;gene;24.4235346201342
gene10904;Ank2;NT_037436.4;gene;38.9905211060893
gene10905;CG44195;NT_037436.4;gene;17.2179115556374
gene10906;CG12262;NT_037436.4;gene;140.918796021151
gene10907;CG7457;NT_037436.4;gene;7.88425972143024
gene10908;CG8492;NT_037436.4;gene;0.164697538091174
gene10909;Snmp2;NT_037436.4;gene;5.71325478136888
gene10910;CG13685;NT_037436.4;gene;11.18713282317
gene10911;CG7409;NT_037436.4;gene;219.920478199909
gene10912;Hn;NT_037436.4;gene;92.9544038419602
gene10913;Clk;NT_037436.4;gene;4.29150480809091
gene10914;CG32371;NT_037436.4;gene;24.2458549184795
gene10915;CG32369;NT_037436.4;gene;5.44863351862766
gene10916;Pdp1;NT_037436.4;gene;46.5147970741239
gene10917;CG32365;NT_037436.4;gene;6.09732472124998
gene10918;eIF4E5;NT_037436.4;gene;12.9568590188619
gene10919;pbl;NT_037436.4;gene;18.0674366411305
gene10920;CG8281;NT_037436.4;gene;7.95729480569039
gene10921;CG8111;NT_037436.4;gene;16.0573949266387
gene10922;CG32368;NT_037436.4;gene;29.8647482181165
gene10923;syd;NT_037436.4;gene;16.8281321787438
gene10924;Srp9;NT_037436.4;gene;46.3533533301835
gene10925;CG43880;NT_037436.4;gene;3.41242239343467
gene10926;exex;NT_037436.4;gene;1.33954377886028
gene10927;RNaseX25;NT_037436.4;gene;45.4054278052901
gene10928;CG8042;NT_037436.4;gene;26.9417194344812
gene10929;HP4;NT_037436.4;gene;39.4218667090292
gene10930;CG8209;NT_037436.4;gene;25.0558167033088
gene10931;CG8038;NT_037436.4;gene;15.8615567242269
gene10932;nmo;NT_037436.4;gene;20.7238438321864
gene10933;tRNA:Ala-AGC-2-1;NT_037436.4;gene;0
gene10934;bip1;NT_037436.4;gene;17.0501027549959
gene10935;CR45867;NT_037436.4;gene;0.189740642607138
gene10936;CR45868;NT_037436.4;gene;0.339150224038909
gene10937;tRNA:Leu-CAG-1-2;NT_037436.4;gene;0
gene10938;tRNA:Leu-CAG-1-3;NT_037436.4;gene;0
gene10939;tRNA:Leu-CAG-1-4;NT_037436.4;gene;0
gene10940;Ect4;NT_037436.4;gene;84.1830089572807
gene10941;tRNA:Leu-CAG-1-5;NT_037436.4;gene;0
gene10942;tRNA:Leu-CAG-1-6;NT_037436.4;gene;0
gene10943;tRNA:Leu-CAG-1-7;NT_037436.4;gene;0
gene10944;CG42590;NT_037436.4;gene;1.20573276808674
gene10945;CG42591;NT_037436.4;gene;0.652766920085326
gene10946;CR43974;NT_037436.4;gene;0.646413055901493
gene10947;CG7565;NT_037436.4;gene;12.039138849576
gene10948;fan;NT_037436.4;gene;13.4178918240435
gene10949;CG7927;NT_037436.4;gene;29.2049862891199
gene10950;mir-2501;NT_037436.4;gene;0
gene10951;Arp3;NT_037436.4;gene;37.3246796621202
gene10952;msk;NT_037436.4;gene;68.9844665534522
gene10953;ldbr;NT_037436.4;gene;8.18176597549376
gene10954;CG7550;NT_037436.4;gene;11.8153267696808
gene10955;mRpL36;NT_037436.4;gene;29.5805601984989
gene10956;Uba2;NT_037436.4;gene;43.2417326811924
gene10957;CdsA;NT_037436.4;gene;129.176073658875
gene10958;CG7504;NT_037436.4;gene;5.89146194876956
gene10959;mus301;NT_037436.4;gene;7.80215152643971
gene10960;CG13676;NT_037436.4;gene;1.62737333098419
gene10961;CG42445;NT_037436.4;gene;14.6414222172633
gene10962;CG43886;NT_037436.4;gene;3.795602273079
gene10963;CG13675;NT_037436.4;gene;0.0338131663689275
gene10964;RecQ4;NT_037436.4;gene;9.71914687845221
gene10965;Nmt;NT_037436.4;gene;53.1132678522766
