gene_id;seqname;strand;splice5;splice3;n1;n2
gene8137;NT_033778.4;-1;16998459;16998401;174;1
gene8138;NT_033778.4;-1;16996355;16996302;427;1
gene8138;NT_033778.4;-1;16996991;16996729;215;58
gene8139;NT_033778.4;-1;16999997;16999945;493;0
gene814;NC_004354.4;1;7287099;7287171;6705;1
gene814;NC_004354.4;1;7287346;7287410;4568;0
gene814;NC_004354.4;1;7287641;7287708;5814;17
gene814;NC_004354.4;1;7287847;7287910;5289;0
gene8140;NT_033778.4;-1;17001769;17001619;3354;4
gene8141;NT_033778.4;1;17002122;17002182;642;0
gene8141;NT_033778.4;1;17002391;17002453;913;119
gene8142;NT_033778.4;-1;17003850;17003791;3243;0
gene8142;NT_033778.4;-1;17004482;17004422;2401;0
gene8142;NT_033778.4;-1;17004752;17004698;3585;42
gene8142;NT_033778.4;-1;17005029;17004968;2544;9
gene8143;NT_033778.4;1;17006508;17006788;4298;4
gene8144;NT_033778.4;-1;17008596;17008537;12308;3
gene8144;NT_033778.4;-1;17008845;17008786;10506;0
gene8144;NT_033778.4;-1;17010052;17008943;6432;425
gene8144;NT_033778.4;-1;17010262;17010174;2491;26
gene8144;NT_033778.4;-1;17010886;17010536;3186;1754
gene8144;NT_033778.4;-1;17011153;17010977;3065;1765
gene8144;NT_033778.4;-1;17011613;17011549;7952;0
gene8144;NT_033778.4;-1;17011951;17011817;6092;0
gene8144;NT_033778.4;-1;17013545;17013482;3741;0
gene8144;NT_033778.4;-1;17013788;17013728;5166;5
gene8144;NT_033778.4;-1;17014948;17013997;4835;3
gene8145;NT_033778.4;-1;17018062;17017800;9231;0
gene8146;NT_033778.4;1;17021791;17021911;1002;27
gene8146;NT_033778.4;1;17022550;17022602;960;0
gene8146;NT_033778.4;1;17022727;17022789;965;2
gene8146;NT_033778.4;1;17023330;17023388;787;0
gene8146;NT_033778.4;1;17023579;17023697;1389;1
gene8146;NT_033778.4;1;17025292;17025358;746;0
gene8146;NT_033778.4;1;17025479;17025533;2237;15
gene8146;NT_033778.4;1;17025681;17025744;2412;0
gene8148;NT_033778.4;1;17029022;17031124;1905;11
gene8148;NT_033778.4;1;17031918;17032254;1742;1
gene8148;NT_033778.4;1;17032348;17032408;2038;0
gene8148;NT_033778.4;1;17032467;17034636;2528;2
gene8148;NT_033778.4;1;17034777;17034834;3110;1
gene8148;NT_033778.4;1;17036408;17036816;1348;764
gene8148;NT_033778.4;1;17036902;17036970;784;0
gene8148;NT_033778.4;1;17037791;17037845;3022;0
gene8148;NT_033778.4;1;17038030;17038095;2279;0
gene8148;NT_033778.4;1;17038208;17038272;2914;0
gene8148;NT_033778.4;1;17038423;17038478;3405;0
gene8148;NT_033778.4;1;17038530;17038594;2485;0
gene8148;NT_033778.4;1;17038905;17038962;3058;285
gene8148;NT_033778.4;1;17039101;17040387;1542;0
gene8148;NT_033778.4;1;17040825;17040895;2703;0
gene8148;NT_033778.4;1;17041488;17041554;4903;0
gene8148;NT_033778.4;1;17041733;17041799;4015;0
gene8148;NT_033778.4;1;17041994;17042054;4530;0
gene8148;NT_033778.4;1;17043628;17043689;12254;3
gene8148;NT_033778.4;1;17043900;17043959;3237;0
gene8148;NT_033778.4;1;17044071;17044131;4796;1
gene815;NC_004354.4;-1;7289505;7289265;9784;175
gene815;NC_004354.4;-1;7289744;7289679;7890;61
gene8154;NT_033778.4;1;17045031;17045081;609;1
gene8154;NT_033778.4;1;17046346;17046402;3095;0
gene8155;NT_033778.4;1;17046910;17046964;197;0
gene8155;NT_033778.4;1;17047094;17047150;156;0
gene8155;NT_033778.4;1;17048280;17048333;193;0
gene8156;NT_033778.4;1;17049428;17050008;3699;77
gene8156;NT_033778.4;1;17050176;17050232;6773;0
gene8156;NT_033778.4;1;17050656;17050716;6800;30
gene8156;NT_033778.4;1;17051165;17051821;2421;888
gene8156;NT_033778.4;1;17053145;17053268;1593;887
gene8156;NT_033778.4;1;17053419;17053484;9825;0
gene8157;NT_033778.4;1;17054286;17056933;1853;1
gene8157;NT_033778.4;1;17057329;17057388;3100;1
gene8157;NT_033778.4;1;17057851;17057912;4622;0
gene8157;NT_033778.4;1;17058139;17058191;1595;0
gene8158;NT_033778.4;-1;17055234;17055177;2570;2
gene8158;NT_033778.4;-1;17056362;17056299;2023;10
gene8159;NT_033778.4;-1;17060857;17060802;581;0
gene8160;NT_033778.4;1;17064016;17064256;3094;7
gene8161;NT_033778.4;-1;17067525;17067455;2028;5
gene8161;NT_033778.4;-1;17071119;17070677;549;1
gene8161;NT_033778.4;-1;17071971;17071856;1305;0
gene8161;NT_033778.4;-1;17072529;17072382;718;0
gene8162;NT_033778.4;-1;17089004;17088946;9731;0
gene8162;NT_033778.4;-1;17089209;17089152;7283;0
gene8162;NT_033778.4;-1;17089713;17089659;4415;0
gene8162;NT_033778.4;-1;17091358;17090376;2864;242
gene8163;NT_033778.4;1;17092492;17092548;1525;1
gene8164;NT_033778.4;-1;17094315;17094229;47587;8
gene8164;NT_033778.4;-1;17094516;17094450;1479;192
gene8164;NT_033778.4;-1;17094528;17094459;48125;198
gene8164;NT_033778.4;-1;17094764;17094697;13299;0
gene8165;NT_033778.4;1;17103688;17105597;1256;6
gene8165;NT_033778.4;1;17105697;17105759;1397;1
gene8165;NT_033778.4;1;17106058;17106116;359;0
gene8165;NT_033778.4;1;17106204;17106265;163;0
gene8165;NT_033778.4;1;17106371;17106431;1318;1
gene8165;NT_033778.4;1;17106567;17106632;1965;1
gene8166;NT_033778.4;1;17109277;17109942;2339;286
gene8166;NT_033778.4;1;17110075;17110166;896;259
gene8166;NT_033778.4;1;17110501;17113317;1941;32
gene8166;NT_033778.4;1;17113405;17113467;1548;0
gene8166;NT_033778.4;1;17113573;17113628;3762;0
gene8166;NT_033778.4;1;17113761;17113824;1495;0
gene817;NC_004354.4;-1;7322366;7315251;4244;13
gene817;NC_004354.4;-1;7322556;7322473;3635;1
gene817;NC_004354.4;-1;7323157;7322783;3618;0
gene817;NC_004354.4;-1;7323345;7323264;3289;5
gene817;NC_004354.4;-1;7323519;7323446;3186;8
gene8172;NT_033778.4;1;17129052;17129157;98;1
gene8172;NT_033778.4;1;17129883;17129994;76;0
gene8178;NT_033778.4;1;17137414;17137490;5841;0
gene818;NC_004354.4;1;7324673;7325535;1534;8
gene818;NC_004354.4;1;7325854;7326096;1429;0
gene819;NC_004354.4;1;7329238;7329317;251;0
gene819;NC_004354.4;1;7329508;7329590;94;3
gene8197;NT_033778.4;1;17276064;17351093;1276;968
gene8197;NT_033778.4;1;17351265;17352128;944;0
gene8197;NT_033778.4;1;17373162;17373817;1327;265
gene820;NC_004354.4;-1;7331580;7331511;784;0
gene820;NC_004354.4;-1;7332066;7332012;925;172
gene8203;NT_033778.4;-1;17257784;17257710;310;0
gene821;NC_004354.4;1;7337857;7340303;3760;2
gene821;NC_004354.4;1;7340517;7341194;3561;2
gene821;NC_004354.4;1;7341504;7341573;4425;0
gene8210;NT_033778.4;-1;17406036;17405984;1479;1
gene8210;NT_033778.4;-1;17406874;17406802;3004;6
gene8210;NT_033778.4;-1;17407240;17407056;1406;53
gene8211;NT_033778.4;-1;17409131;17408990;167;0
gene8211;NT_033778.4;-1;17409764;17409612;180;1
gene8211;NT_033778.4;-1;17410102;17409996;171;0
gene8212;NT_033778.4;1;17413044;17413101;26579;0
gene8213;NT_033778.4;-1;17419083;17419025;1364;0
gene8213;NT_033778.4;-1;17419410;17419248;1201;1
gene8214;NT_033778.4;1;17421947;17423655;2428;1136
gene8214;NT_033778.4;1;17423964;17424027;4312;0
gene8214;NT_033778.4;1;17424135;17424197;5021;0
gene8214;NT_033778.4;1;17424506;17424572;5044;0
gene8214;NT_033778.4;1;17424760;17424818;5612;0
gene8214;NT_033778.4;1;17425413;17425469;5840;0
gene8215;NT_033778.4;-1;17426431;17426372;1628;2
gene8216;NT_033778.4;1;17428094;17428163;6584;1
gene8216;NT_033778.4;1;17428944;17429002;12401;0
gene8217;NT_033778.4;-1;17429719;17429661;6142;0
gene8217;NT_033778.4;-1;17430641;17430563;6756;0
gene8219;NT_033778.4;-1;17432773;17432709;8409;11
gene8219;NT_033778.4;-1;17433190;17433131;2458;4
gene8219;NT_033778.4;-1;17433419;17433335;2065;42
gene8219;NT_033778.4;-1;17444335;17434976;4374;11
gene8220;NT_033778.4;1;17441618;17441672;429;17
gene8221;NT_033778.4;-1;17445489;17445421;548;0
gene8221;NT_033778.4;-1;17445750;17445685;502;0
gene8221;NT_033778.4;-1;17445976;17445920;269;0
gene8221;NT_033778.4;-1;17446293;17446232;457;0
gene8221;NT_033778.4;-1;17446526;17446471;244;0
gene8221;NT_033778.4;-1;17446736;17446678;304;0
gene8222;NT_033778.4;-1;17449536;17449460;1008;0
gene8222;NT_033778.4;-1;17449768;17449709;480;14
gene8222;NT_033778.4;-1;17450085;17450024;663;0
gene8222;NT_033778.4;-1;17450318;17450263;312;1
gene8222;NT_033778.4;-1;17450528;17450470;242;5
gene8223;NT_033778.4;1;17453633;17453895;98;5
gene8223;NT_033778.4;1;17453942;17454028;76;2
gene8223;NT_033778.4;1;17454175;17454226;45;0
gene8223;NT_033778.4;1;17454833;17454908;114;0
gene8223;NT_033778.4;1;17454958;17455052;117;1
gene8223;NT_033778.4;1;17455190;17455247;92;1
gene8224;NT_033778.4;-1;17456137;17456079;12;0
gene8225;NT_033778.4;1;17456574;17456636;16195;18
gene8225;NT_033778.4;1;17456716;17456783;17851;0
gene8227;NT_033778.4;-1;17467074;17467013;474;0
gene8227;NT_033778.4;-1;17468058;17467994;277;1
gene8227;NT_033778.4;-1;17468772;17468703;1182;1
gene8228;NT_033778.4;1;17470887;17470941;2942;15
gene8228;NT_033778.4;1;17471067;17471171;1886;0
gene8228;NT_033778.4;1;17471624;17471693;3047;1
gene8228;NT_033778.4;1;17471796;17471854;2968;0
gene8228;NT_033778.4;1;17472076;17472135;1157;0
gene8228;NT_033778.4;1;17472435;17472492;4737;7
gene8228;NT_033778.4;1;17472810;17473086;4612;174
gene8230;NT_033778.4;-1;17482618;17482565;405;0
gene8230;NT_033778.4;-1;17482790;17482726;329;6
gene8230;NT_033778.4;-1;17482905;17482840;270;34
gene8230;NT_033778.4;-1;17483491;17483434;236;29
gene8230;NT_033778.4;-1;17483697;17483638;342;0
gene8230;NT_033778.4;-1;17483821;17483741;241;5
gene8231;NT_033778.4;1;17480060;17480116;1618;1
gene8231;NT_033778.4;1;17480268;17480331;1880;0
gene8231;NT_033778.4;1;17480589;17480650;1568;0
gene8231;NT_033778.4;1;17480946;17481015;1625;0
gene8231;NT_033778.4;1;17481314;17481374;2472;0
gene8232;NT_033778.4;1;17491164;17491214;2243;1
gene8232;NT_033778.4;1;17491366;17491424;1178;0
gene8232;NT_033778.4;1;17491682;17491738;443;0
gene8232;NT_033778.4;1;17492016;17492088;196;0
gene8232;NT_033778.4;1;17492390;17492450;138;0
gene8233;NT_033778.4;1;17493981;17494040;127;4
gene8233;NT_033778.4;1;17494183;17494234;80;19
gene8233;NT_033778.4;1;17494492;17494550;117;0
gene8233;NT_033778.4;1;17494828;17494883;169;1
gene8233;NT_033778.4;1;17495188;17495242;15;0
gene8234;NT_033778.4;1;17502961;17505635;21;0
gene8234;NT_033778.4;1;17506746;17507443;15;0
gene8236;NT_033778.4;1;17512716;17512775;9300;2
gene8236;NT_033778.4;1;17512985;17513049;10603;0
gene8237;NT_033778.4;1;17515530;17515584;3713;42
gene8237;NT_033778.4;1;17516323;17516384;6058;0
gene8237;NT_033778.4;1;17516529;17516584;6383;3
gene8237;NT_033778.4;1;17516791;17516854;6768;4
gene8238;NT_033778.4;-1;17517970;17517912;1961;0
gene8239;NT_033778.4;1;17518428;17518483;3925;1
gene8239;NT_033778.4;1;17518696;17518752;1483;0
gene824;NC_004354.4;1;7378395;7378487;5666;0
gene8240;NT_033778.4;-1;17520645;17520580;5659;0
gene8240;NT_033778.4;-1;17524347;17524283;2350;3
gene8240;NT_033778.4;-1;17524703;17524585;3573;3
gene8240;NT_033778.4;-1;17526833;17526417;1281;519
gene8240;NT_033778.4;-1;17527213;17526981;2485;343
gene8240;NT_033778.4;-1;17527375;17527316;2451;26
gene8240;NT_033778.4;-1;17527822;17527749;2077;0
gene8240;NT_033778.4;-1;17528312;17528106;958;108
gene8240;NT_033778.4;-1;17528621;17528376;920;19
gene8240;NT_033778.4;-1;17529086;17528853;1167;11
gene8240;NT_033778.4;-1;17531046;17529192;1281;486
gene8240;NT_033778.4;-1;17531210;17531148;2151;0
gene8240;NT_033778.4;-1;17531517;17531462;1266;42
gene8240;NT_033778.4;-1;17531713;17531654;675;0
gene8240;NT_033778.4;-1;17531870;17531803;1849;0
gene8240;NT_033778.4;-1;17534825;17532183;1940;2
gene8241;NT_033778.4;1;17536580;17536695;8330;1
gene8241;NT_033778.4;1;17537012;17537069;20538;0
gene8241;NT_033778.4;1;17538623;17538693;32309;1
gene8242;NT_033778.4;1;17540822;17540879;63;2
gene8242;NT_033778.4;1;17541826;17541996;28;0
gene8242;NT_033778.4;1;17542281;17542343;75;0
gene8242;NT_033778.4;1;17543070;17543129;32;0
gene8242;NT_033778.4;1;17543369;17543428;11;0
gene8242;NT_033778.4;1;17543553;17543917;90;0
gene8243;NT_033778.4;1;17544621;17544821;213;0
gene8244;NT_033778.4;1;17545490;17545553;2609;0
gene8244;NT_033778.4;1;17545938;17545993;4422;49
gene8244;NT_033778.4;1;17546167;17546239;2941;15
gene8245;NT_033778.4;-1;17547408;17546987;173230;78
gene8246;NT_033778.4;1;17551392;17551443;1650;57
gene8247;NT_033778.4;1;17557535;17560496;50;0
gene8247;NT_033778.4;1;17560672;17560726;156;0
gene8247;NT_033778.4;1;17560955;17561018;126;1
gene8247;NT_033778.4;1;17561160;17561477;152;0
gene8247;NT_033778.4;1;17561620;17561697;252;1
gene8247;NT_033778.4;1;17562539;17562957;147;12
gene8247;NT_033778.4;1;17563282;17563340;47;0
gene8249;NT_033778.4;1;17565104;17565163;8702;0
gene8249;NT_033778.4;1;17565325;17565387;6109;10
gene8250;NT_033778.4;-1;17567052;17566995;4763;0
gene8250;NT_033778.4;-1;17568118;17567732;2738;25
gene8251;NT_033778.4;1;17569178;17569245;1478;1
gene8251;NT_033778.4;1;17569355;17569521;1790;0
gene8251;NT_033778.4;1;17571167;17571233;2473;44
gene8251;NT_033778.4;1;17571414;17571472;1795;0
gene8251;NT_033778.4;1;17571767;17571827;2886;3
gene8252;NT_033778.4;-1;17572651;17572524;124305;17
gene8253;NT_033778.4;1;17573034;17573102;8727;168
gene8254;NT_033778.4;1;17573715;17573783;14847;26
gene8254;NT_033778.4;1;17573865;17573934;15776;8
gene8254;NT_033778.4;1;17574268;17574330;21116;2
gene8255;NT_033778.4;-1;17578553;17578496;1685;42
gene8255;NT_033778.4;-1;17578794;17578729;2000;3
gene8255;NT_033778.4;-1;17579415;17579353;1291;12
gene8255;NT_033778.4;-1;17580168;17580113;1404;1
gene8255;NT_033778.4;-1;17580915;17580477;1275;2
gene8255;NT_033778.4;-1;17581214;17581094;1508;0
gene8255;NT_033778.4;-1;17581405;17581346;1710;1
gene8256;NT_033778.4;-1;17583241;17582826;4096;3
gene8260;NT_033778.4;-1;17587091;17587029;1085;1
gene8260;NT_033778.4;-1;17587532;17587400;1327;2
gene8260;NT_033778.4;-1;17588619;17588532;796;2
gene8260;NT_033778.4;-1;17589053;17588787;777;1
gene8260;NT_033778.4;-1;17589907;17589855;517;0
gene8260;NT_033778.4;-1;17590205;17590141;122;0
gene8261;NT_033778.4;1;17591152;17591237;5320;18
gene8262;NT_033778.4;-1;17592027;17591964;2176;0
gene8263;NT_033778.4;1;17593905;17593965;2668;0
gene8263;NT_033778.4;1;17594005;17599849;3665;7
gene8263;NT_033778.4;1;17600087;17600141;3690;0
gene8263;NT_033778.4;1;17602348;17602403;2862;1
gene8263;NT_033778.4;1;17602604;17602662;422;1
gene8263;NT_033778.4;1;17602827;17602901;4257;1
gene8269;NT_033778.4;-1;17605744;17605686;1277;0
gene8269;NT_033778.4;-1;17605974;17605913;1348;0
gene8269;NT_033778.4;-1;17606164;17606106;513;0
gene8269;NT_033778.4;-1;17606550;17606481;179;0
gene8269;NT_033778.4;-1;17611314;17609587;192;2
gene8269;NT_033778.4;-1;17614899;17611582;107;5
gene8269;NT_033778.4;-1;17637223;17615136;122;0
gene827;NC_004354.4;1;7407502;7407560;340;0
gene8272;NT_033778.4;-1;17632483;17632234;941;2
gene8274;NT_033778.4;-1;17647816;17647749;172;0
gene8274;NT_033778.4;-1;17649063;17647964;140;7
gene8274;NT_033778.4;-1;17649720;17649202;457;0
gene8274;NT_033778.4;-1;17650890;17649825;438;0
gene8274;NT_033778.4;-1;17651156;17651101;279;0
gene8274;NT_033778.4;-1;17651340;17651261;115;0
gene8274;NT_033778.4;-1;17653943;17651568;143;0
gene8275;NT_033778.4;1;17666160;17666221;17373;1
gene8276;NT_033778.4;1;17669633;17669686;1223;11
gene8277;NT_033778.4;1;17670329;17670386;5749;0
gene8279;NT_033778.4;-1;17671864;17671807;15346;6
gene8279;NT_033778.4;-1;17672329;17672210;13428;4
gene828;NC_004354.4;-1;7411776;7411715;1456;1
gene8280;NT_033778.4;-1;17674571;17674509;10276;0
gene8280;NT_033778.4;-1;17674826;17674765;4209;2
gene8280;NT_033778.4;-1;17675910;17675838;3790;1
gene8280;NT_033778.4;-1;17677825;17676594;4728;26
gene8280;NT_033778.4;-1;17678271;17677920;3082;4
gene8281;NT_033778.4;1;17683729;17687257;1001;362
gene8281;NT_033778.4;1;17687493;17687555;3302;0
gene8281;NT_033778.4;1;17687799;17687853;3879;3
gene8281;NT_033778.4;1;17687949;17688006;3533;0
gene8281;NT_033778.4;1;17689526;17689582;6139;6
gene8281;NT_033778.4;1;17689816;17689873;8382;0
gene8282;NT_033778.4;1;17684905;17684973;354;0
gene8282;NT_033778.4;1;17685096;17685154;560;1
gene8283;NT_033778.4;1;17685867;17685919;380;17
gene8283;NT_033778.4;1;17686045;17686106;761;0
gene8284;NT_033778.4;-1;17691703;17691637;368;2
gene8284;NT_033778.4;-1;17691942;17691884;526;0
gene8284;NT_033778.4;-1;17692578;17692427;246;1
gene8284;NT_033778.4;-1;17695010;17692792;172;0
gene8285;NT_033778.4;-1;17696611;17696551;5408;14
gene8285;NT_033778.4;-1;17696800;17696742;5588;4
gene8285;NT_033778.4;-1;17696928;17696873;7151;4
gene8285;NT_033778.4;-1;17697831;17696937;6759;20
gene8285;NT_033778.4;-1;17697984;17697921;4751;0
gene8285;NT_033778.4;-1;17698203;17698134;2785;9
gene829;NC_004354.4;1;7412759;7412816;22479;25
gene829;NC_004354.4;1;7412907;7412976;27423;18
gene830;NC_004354.4;1;7413964;7414017;6912;3
gene8305;NT_033778.4;-1;17706353;17705191;7323;100
gene8307;NT_033778.4;1;17723486;17723771;153;0
gene8307;NT_033778.4;1;17723896;17723955;195;0
gene8308;NT_033778.4;-1;17725501;17725443;3495;3
gene8308;NT_033778.4;-1;17725698;17725639;4178;3
gene8309;NT_033778.4;1;17726950;17727003;633;0
gene8309;NT_033778.4;1;17728085;17728145;1619;0
gene8310;NT_033778.4;1;17731385;17731466;981;2
gene8310;NT_033778.4;1;17732142;17732197;64;0
gene8310;NT_033778.4;1;17732276;17732344;2458;207
gene8310;NT_033778.4;1;17732580;17732637;2093;3
gene8311;NT_033778.4;1;17733472;17733533;1288;9
gene8312;NT_033778.4;-1;17736331;17736277;2161;2
gene8313;NT_033778.4;-1;17738827;17738772;1049;0
gene8313;NT_033778.4;-1;17739132;17739066;883;0
gene8313;NT_033778.4;-1;17739447;17739379;718;0
gene8314;NT_033778.4;1;17740045;17740138;1410;2
gene8314;NT_033778.4;1;17740358;17740414;1316;8
gene8314;NT_033778.4;1;17740733;17740789;891;0
gene8314;NT_033778.4;1;17741648;17741711;2441;0
gene8314;NT_033778.4;1;17742044;17742100;2147;37
gene8314;NT_033778.4;1;17742267;17742322;2384;1
gene8314;NT_033778.4;1;17742434;17742489;1792;0
gene8314;NT_033778.4;1;17742814;17742871;2605;0
gene8314;NT_033778.4;1;17742985;17743051;3123;0
gene8316;NT_033778.4;-1;17746177;17746120;1980;0
gene8316;NT_033778.4;-1;17747437;17747377;2022;0
gene8318;NT_033778.4;1;17750451;17750771;643;5
gene8318;NT_033778.4;1;17751072;17751130;915;1
gene8318;NT_033778.4;1;17751356;17751429;1463;2
gene8318;NT_033778.4;1;17751546;17751770;837;5
gene8318;NT_033778.4;1;17752075;17752133;1433;0
gene8318;NT_033778.4;1;17752437;17752498;1790;6
gene8318;NT_033778.4;1;17752645;17752706;2701;0
gene8318;NT_033778.4;1;17752878;17752939;3042;1
gene8319;NT_033778.4;-1;17754604;17754540;247;0
gene8319;NT_033778.4;-1;17754800;17754748;71;1
gene832;NC_004354.4;1;7418964;7419773;7183;33
gene832;NC_004354.4;1;7419934;7419991;7729;9
gene832;NC_004354.4;1;7420058;7420119;8398;8
gene832;NC_004354.4;1;7421211;7421272;20905;0
gene8320;NT_033778.4;1;17757651;17758086;25;0
gene8321;NT_033778.4;1;17761390;17762128;5442;7
gene8321;NT_033778.4;1;17762289;17762342;4113;0
gene8321;NT_033778.4;1;17762636;17762692;3092;0
gene8321;NT_033778.4;1;17762989;17763047;4759;0
gene8321;NT_033778.4;1;17763665;17763729;2097;0
gene8321;NT_033778.4;1;17763836;17763898;5918;0
gene8321;NT_033778.4;1;17764052;17764110;6316;7
gene8322;NT_033778.4;-1;17765110;17765052;9965;306
gene8322;NT_033778.4;-1;17766460;17766393;8806;0
gene8322;NT_033778.4;-1;17766868;17766700;3149;1
gene8325;NT_033778.4;-1;17767618;17767566;838;1
gene8326;NT_033778.4;-1;17769285;17769236;60;0
gene8326;NT_033778.4;-1;17769550;17769492;11;0
gene8327;NT_033778.4;-1;17771881;17771768;34;0
gene8328;NT_033778.4;-1;17781340;17781280;1331;0
gene8328;NT_033778.4;-1;17781769;17781488;1705;11
gene8329;NT_033778.4;-1;17775492;17775436;9236;3
gene8329;NT_033778.4;-1;17775716;17775655;8946;34
gene8329;NT_033778.4;-1;17775933;17775875;7695;36
gene8329;NT_033778.4;-1;17776157;17776097;6383;0
gene8329;NT_033778.4;-1;17778212;17778153;1382;0
gene8329;NT_033778.4;-1;17780600;17780470;1015;7
gene8331;NT_033778.4;1;17786245;17786299;1339;0
gene8331;NT_033778.4;1;17786741;17786793;1391;0
gene8333;NT_033778.4;1;17789849;17789918;2688;0
gene8333;NT_033778.4;1;17791234;17791296;3644;0
gene8333;NT_033778.4;1;17791785;17791844;4725;1
gene8333;NT_033778.4;1;17792141;17792203;5767;0
gene8334;NT_033778.4;1;17795429;17795595;663;24
gene8334;NT_033778.4;1;17795605;17797053;970;33
gene8334;NT_033778.4;1;17797132;17797201;1923;5
gene8334;NT_033778.4;1;17797264;17797327;1660;0
gene8334;NT_033778.4;1;17797617;17797684;4315;0
gene8336;NT_033778.4;1;17809655;17820999;74;24
gene8336;NT_033778.4;1;17823752;17827133;99;52
gene8336;NT_033778.4;1;17827329;17827394;175;1
gene8336;NT_033778.4;1;17828010;17828330;381;154
gene8336;NT_033778.4;1;17828555;17828742;532;0
gene8336;NT_033778.4;1;17828906;17830996;764;9
gene8336;NT_033778.4;1;17831109;17831670;1371;0
gene8336;NT_033778.4;1;17831766;17834614;1093;9
gene8336;NT_033778.4;1;17834672;17835750;558;1
gene8336;NT_033778.4;1;17835850;17839041;302;0
gene8336;NT_033778.4;1;17839222;17839314;530;0
gene8336;NT_033778.4;1;17839440;17839593;335;0
gene8336;NT_033778.4;1;17840500;17840747;548;269
gene8337;NT_033778.4;1;17851461;17855139;326;299
gene8337;NT_033778.4;1;17857798;17859257;3703;37
gene834;NC_004354.4;-1;7425678;7425613;1480;0
gene8341;NT_033778.4;-1;17864505;17864448;851;0
gene8341;NT_033778.4;-1;17865550;17865496;1080;0
gene8342;NT_033778.4;-1;17867325;17867254;25065;0
gene8342;NT_033778.4;-1;17868286;17867560;4870;1014
gene8342;NT_033778.4;-1;17868431;17868370;18541;0
gene8342;NT_033778.4;-1;17871328;17868809;21401;440
gene8344;NT_033778.4;1;17898380;17901707;324;5
gene8344;NT_033778.4;1;17901819;17901959;594;0
gene8344;NT_033778.4;1;17902080;17903541;397;3
gene8344;NT_033778.4;1;17903680;17907646;128;107
gene8344;NT_033778.4;1;17907907;17908365;285;0
gene8344;NT_033778.4;1;17908595;17909079;487;0
gene8344;NT_033778.4;1;17909244;17912677;569;5
gene8344;NT_033778.4;1;17912880;17914088;321;257
gene8344;NT_033778.4;1;17914281;17914786;570;2
gene8344;NT_033778.4;1;17914906;17915413;153;0
gene8344;NT_033778.4;1;17915495;17918747;843;5
gene8344;NT_033778.4;1;17918844;17921141;975;1
gene8344;NT_033778.4;1;17921296;17921898;320;0
gene8344;NT_033778.4;1;17922024;17923620;864;1
gene8347;NT_033778.4;-1;17887669;17887611;760;0
gene8347;NT_033778.4;-1;17888079;17887923;563;0
gene8347;NT_033778.4;-1;17888787;17888714;210;2
gene8347;NT_033778.4;-1;17889351;17889283;230;0
gene8347;NT_033778.4;-1;17889544;17889488;223;0
gene8352;NT_033778.4;-1;17977429;17976531;942;6
gene8352;NT_033778.4;-1;17977616;17977544;1261;0
gene8352;NT_033778.4;-1;17978787;17977794;567;30
gene8352;NT_033778.4;-1;17979438;17978897;751;0
gene8352;NT_033778.4;-1;17989500;17979541;364;4
gene8352;NT_033778.4;-1;18007033;17990004;793;4
gene8354;NT_033778.4;1;18019379;18019438;17;0
gene8355;NT_033778.4;1;18020349;18020428;1092;5
gene8355;NT_033778.4;1;18020762;18020829;841;0
gene8356;NT_033778.4;-1;18043513;18043422;10427;13
gene8357;NT_033778.4;-1;18044619;18044557;92;0
gene8357;NT_033778.4;-1;18044995;18044941;110;0
gene8358;NT_033778.4;-1;18047000;18046820;677;0
gene8358;NT_033778.4;-1;18047391;18047328;422;0
gene8359;NT_033778.4;1;18048171;18048222;45;0
gene8359;NT_033778.4;1;18048547;18048602;65;0
gene8360;NT_033778.4;-1;18049328;18049245;503;1
gene8361;NT_033778.4;-1;18051660;18051374;40;0
gene8362;NT_033778.4;-1;18053628;18053333;16895;0
gene8364;NT_033778.4;-1;18056651;18056560;3626;1
gene8366;NT_033778.4;1;18062940;18089961;71;1
gene8366;NT_033778.4;1;18090666;18092551;52;0
gene8366;NT_033778.4;1;18092799;18092862;101;1
gene8366;NT_033778.4;1;18093067;18093128;118;0
gene8368;NT_033778.4;-1;18094164;18094100;6542;0
gene8368;NT_033778.4;-1;18094583;18094532;7574;20
gene8369;NT_033778.4;1;18095836;18095893;630;4
gene8369;NT_033778.4;1;18096059;18096281;859;502
gene8369;NT_033778.4;1;18096479;18096541;1611;4
gene8369;NT_033778.4;1;18096988;18097047;1473;0
gene8369;NT_033778.4;1;18099606;18099674;3429;0
gene837;NC_004354.4;1;7452300;7452373;11820;0
gene8372;NT_033778.4;-1;18120023;18119964;5189;0
gene8372;NT_033778.4;-1;18120466;18120404;4894;1110
gene8372;NT_033778.4;-1;18120727;18120665;7031;0
gene8372;NT_033778.4;-1;18124693;18122863;1089;13
gene8373;NT_033778.4;1;18127298;18127864;3049;26
gene8374;NT_033778.4;1;18128771;18128975;1543;0
gene8374;NT_033778.4;1;18129102;18129178;86;0
gene8375;NT_033778.4;-1;18130969;18130907;11059;1
gene8375;NT_033778.4;-1;18131459;18131388;7635;0
gene8375;NT_033778.4;-1;18131793;18131735;628;0
gene8375;NT_033778.4;-1;18133003;18132942;1183;0
gene8375;NT_033778.4;-1;18133870;18133113;1200;2
gene8376;NT_033778.4;1;18137412;18137470;5481;0
gene8376;NT_033778.4;1;18137644;18137698;4727;0
gene8376;NT_033778.4;1;18138774;18138840;3484;0
